Course	Room	Teacher	Time	Students
33	50	74	7	296 461 511 816 1154 1241 1278 1379
48	10	186	7	241 260 339 536 822 1186 1441
63	1	35	7	6 337 370 613 752 787 811
71	67	297	7	263 530 609 639 688 934 1366 1449
79	50	233	3	35 160 202 379 681 1153 1327 1440
88	68	8	4	272 518 566 620 914 948 1030 1240
92	41	58	7	84 137 631 808 877 982 1132 1231
105	65	78	5	3 21 41 367 411 1039 1263 1367
117	79	122	8	78 96 144 239 423 815 912 1143
126	86	56	5	242 716 847 971 1108 1279 1463
127	65	71	1	241 593 671 857 989 1158 1168 1291
135	1	144	6	150 286 375 1268 1357 1382 1419
145	58	71	4	51 75 324 863 994 1250 1324
181	79	182	4	93 381 399 553 590 722 1189 1197
195	73	65	8	113 134 165 797 864 1253 1369
196	67	106	6	14 84 306 582 1128 1129 1250
197	41	133	6	215 377 495 528 966 1188 1204 1263
210	75	64	5	71 342 451 664 699 866 882 1269
214	65	72	8	442 680 725 781 789 827 1115 1495
228	37	120	6	169 265 330 777 793 847 1050 1445
234	57	281	6	441 568 780 1100 1102 1220 1274
254	73	41	4	4 296 373 479 562 1060 1212 1448
277	9	63	6	229 424 887 1040 1257 1348 1379 1490
284	11	33	6	67 207 262 382 664 1000 1030 1253
288	58	278	2	142 294 387 850 870 934 1162 1208
319	86	265	1	159 211 653 658 670 930 1203 1375
327	86	124	8	300 681 931 972 1031 1057 1196 1230
330	3	245	5	99 200 217 245 355 542 796 1209
348	50	11	5	17 211 537 550 1026 1195 1481
349	10	187	5	36 453 948 1160 1221 1330 1366
376	75	178	8	117 591 661 876 1052 1237 1280 1457
380	1	162	5	52 222 590 734 991 1083 1265
387	43	143	6	28 103 198 468 673 1025 1371
391	65	5	4	422 509 522 668 908 1083 1148
412	86	23	4	105 353 733 753 828 1151 1385 1390
413	3	184	8	101 595 757 1128 1385 1489
417	79	155	2	209 377 380 825 1079 1226 1406
418	73	19	2	394 452 493 869 953 1111 1436
419	75	202	1	146 749 831 853 1206 1286 1300 1363
421	67	145	5	555 661 733 961 1092 1317 1443 1500
426	60	112	6	395 472 905 976 1022 1091 1232
442	37	220	7	38 437 467 691 761 883 1498
467	3	50	1	133 555 615 795 802 1461
468	10	181	3	58 92 105 360 558 608 1137 1259
483	50	190	1	42 841 898 1047 1119 1278 1347
488	57	215	7	102 335 417 647 928 1005 1145 1291
494	75	261	4	13 106 167 456 548 981 1154 1174
504	50	295	8	164 190 258 474 832 1180 1202 1389
511	10	4	8	71 103 317 409 483 676 685
518	1	45	8	280 496 807 890 949 1020 1343 1397
522	1	257	3	83 125 264 723 1289 1335 1386
529	3	136	4	143 259 589 788 1141 1236 1331 1358
538	50	135	4	54 87 290 484 783 1026 1450
569	10	131	4	41 218 447 574 793 858 915 1355
570	1	292	4	32 86 320 837 875 1006 1258 1299
576	67	236	4	127 705 989 1016 1050 1247 1398
579	41	268	4	61 274 331 690 841 1031 1325
581	67	183	3	288 792 971 1048 1052 1164 1298
591	65	18	2	89 157 185 455 978 1073 1348
599	41	76	3	315 633 661 698 727 843 959 1222
8	10	287	1	600 933 1061 1141 1214 1420 1469
9	9	94	7	186 840 937 1008 1151 1227
36	41	39	5	216 440 702 983 1105 1421
55	37	171	4	36 278 292 398 538 881 1055
70	37	270	5	226 285 725 737 1222 1262 1272
109	67	210	8	284 355 371 801 1008 1109 1239
132	81	13	6	379 620 675 700 795 830 1474
136	41	91	8	127 249 698 822 913 1319 1463
143	37	40	3	10 119 527 871 1231 1500
150	11	300	7	48 294 443 940 1178 1197 1285
161	43	256	7	93 261 372 381 677 1067 1089
168	1	116	1	575 726 805 863 1013 1253 1467
179	13	210	6	189 260 307 431 943 1393 1429
190	53	161	6	74 242 657 785 1457 1482
194	37	21	8	28 97 333 439 501 560 1366
205	57	159	5	146 238 352 480 547 783 840
215	57	156	8	167 308 364 492 556 717 1040
232	67	250	1	169 224 481 725 875 902 1215
251	57	293	3	323 691 720 836 844 967 1197
257	9	66	3	201 203 376 610 617 695 1276
260	86	3	2	271 288 310 445 451 812 1224
279	75	114	2	313 691 755 823 1265 1314
285	3	221	2	62 82 364 375 1179 1257 1451
296	41	69	1	94 446 752 864 1122 1249 1394
314	37	255	1	57 335 917 936 966 1271
316	50	225	2	418 508 706 758 1051 1290 1478
337	57	168	4	96 333 1100 1121 1149 1225 1359
340	60	47	7	269 272 318 349 471 562 1381
345	9	285	8	92 197 921 967 983 1290 1425
354	9	165	5	175 423 482 574 998 1075
363	11	88	8	128 166 878 1261 1317 1453
371	11	248	5	446 769 908 1024 1094 1145 1299
384	10	293	2	70 767 828 974 1010 1222 1335
392	9	14	4	100 161 903 986 1020 1218
400	11	262	4	219 316 329 341 635 1094 1362
403	43	19	5	149 327 461 493 593 781 832
406	60	43	5	271 422 506 728 767 938
428	81	13	5	162 563 662 935 1066 1295
434	1	41	2	189 581 880 913 1368 1473
451	57	145	1	12 104 833 1012 1114 1176 1471
452	9	254	1	23 220 354 1086 1094 1246 1383
457	13	35	5	100 117 393 471 484 668 1376
470	43	42	4	39 192 202 996 1156 1346 1421
478	11	183	1	32 243 815 896 910 1481
481	67	75	2	312 462 602 820 918 1030
489	11	128	3	402 424 956 1058 1097 1235 1417
491	43	187	3	361 419 537 615 1026 1307 1374
502	43	241	8	256 387 867 908 1223 1266 1464
519	60	185	8	50 341 720 790 852 1074 1407
540	81	136	8	777 950 1107 1151 1359 1435
544	81	241	7	183 495 502 507 602 743 1195
550	56	66	6	115 362 463 763 825 1218 1306
571	43	40	1	189 368 382 425 1190 1477 1490
575	60	295	1	19 710 821 894 947 1173 1328
580	13	198	8	441 500 642 958 961 1218 1438
585	53	231	8	66 254 391 400 1296 1320
54	60	300	4	354 394 569 1211 1333 1455
75	31	100	6	711 1216 1395 1410 1488
77	60	290	3	63 64 269 1025 1322
93	41	95	2	118 137 258 791 1001 1317
97	81	266	1	275 483 816 971 1261 1433
107	53	192	5	513 706 876 1073 1089 1484
110	13	38	1	14 715 761 925 1313 1361
120	81	280	4	3 11 343 599 1045
121	53	32	1	35 173 554 1139 1262
123	56	87	5	256 340 605 934 1008 1285
125	98	147	6	151 292 318 846 1390 1396
152	56	65	1	244 409 515 844 1004 1210
156	31	54	1	165 175 247 887 1365
184	56	216	8	346 425 525 722 748
189	81	96	3	59 810 1208 1270 1306 1453
236	37	208	2	147 469 485 844 1156 1409
237	31	272	8	38 122 508 1314
245	31	51	5	391 510 1146 1204 1305 1474
249	13	93	3	123 142 332 716 935 1214
250	53	284	3	2 378 784 1226 1248 1468
297	98	213	8	233 370 629 650 831 1263
304	57	89	2	24 466 559 582 671 1442
372	98	157	5	125 268 415 646 748 760
374	13	285	4	228 358 893 953 1171 1432
390	98	294	1	579 634 703 907 1223
424	13	129	7	191 228 452 689 995
471	9	17	2	55 643 865 1206 1238 1464
479	11	235	2	228 426 711 792 1172 1376
543	43	184	2	173 397 1132 1187 1493
551	56	261	3	530 566 623 656 1116
587	62	191	1	432 965 1001 1085 1193 1280
590	62	298	6	7 500 577 828 978
27	63	282	1	208 260 858 1231 1302
32	76	239	1	72 988 1016 1242 1416
35	62	194	8	373 829 837 863 1493
81	53	48	7	214 295 301 1122
139	62	260	5	827 907 1246 1453
154	31	288	3	108 157 409 565 877
163	98	141	3	349 609 652 1487
213	63	163	5	19 223 747 894 1226
222	63	238	8	18 489 928 1079 1316
253	76	82	8	1121 1194 1195 1256 1349
290	60	275	2	68 107 143 1231 1423
338	53	230	4	74 570 719 738 890
375	76	98	5	215 246 573 765 1227
381	93	199	8	26 453 704 1337 1393
395	29	283	8	227 778 939 1149 1410
407	62	140	3	404 451 473 964 1213
409	93	55	5	296 412 417 1077 1115
432	81	133	2	481 637 754 996 1381
450	56	117	4	151 510 931 964 1395
553	29	283	5	638 653 914 958 1281
556	26	219	5	416 973 999 1147 1232
574	31	36	4	501 625 676 704 1485
582	63	253	3	387 685 906 1282 1426
85	76	142	3	39 113 824 1120
104	56	21	7	697 821 1028 1275
118	93	152	3	46 163 353 1022
162	98	58	4	129 445 1043 1402
328	29	127	3	33 365 550 745
356	63	223	6	230 314 378 1344
528	76	109	6	715 1243 1384
541	62	94	4	88 121 643 1440
78	93	172	6	639 817 1084
207	93	208	1	1 226 1160
246	13	267	2	440 642 826
265	31	97	7	92 584 817
271	63	214	4	204 832 940
508	51	134	5	357 630 837
521	26	119	3	127 574 1209
60	26	288	8	51 275
